ProductKey,ProductName,ModelName,SubCategory,Category,StandardCost,Color
448,Minipump,Minipump,Pumps,Accessories,8.2459,NA
449,Mountain Pump,Mountain Pump,Pumps,Accessories,10.3084,NA
462,"Half-Finger Gloves, S",Half-Finger Gloves,Gloves,Clothing,9.7136,Black
463,"Half-Finger Gloves, S",Half-Finger Gloves,Gloves,Clothing,9.1593,Black
464,"Half-Finger Gloves, M",Half-Finger Gloves,Gloves,Clothing,9.7136,Black
465,"Half-Finger Gloves, M",Half-Finger Gloves,Gloves,Clothing,9.1593,Black
466,"Half-Finger Gloves, L",Half-Finger Gloves,Gloves,Clothing,9.7136,Black
467,"Half-Finger Gloves, L",Half-Finger Gloves,Gloves,Clothing,9.1593,Black
468,"Full-Finger Gloves, S",Full-Finger Gloves,Gloves,Clothing,15.6709,Black
469,"Full-Finger Gloves, M",Full-Finger Gloves,Gloves,Clothing,15.6709,Black
470,"Full-Finger Gloves, L",Full-Finger Gloves,Gloves,Clothing,15.6709,Black
481,"Racing Socks, M",Racing Socks,Socks,Clothing,3.3623,White
482,"Racing Socks, L",Racing Socks,Socks,Clothing,3.3623,White
487,Hydration Pack - 70 oz.,Hydration Pack,Hydration Packs,Accessories,20.5663,Silver
515,LL Mountain Seat/Saddle,LL Mountain Seat/Saddle 2,Saddles,Components,12.0413,NA
516,ML Mountain Seat/Saddle,ML Mountain Seat/Saddle 2,Saddles,Components,17.3782,NA
517,HL Mountain Seat/Saddle,HL Mountain Seat/Saddle 2,Saddles,Components,23.3722,NA
518,LL Road Seat/Saddle,LL Road Seat/Saddle 1,Saddles,Components,12.0413,NA
519,ML Road Seat/Saddle,ML Road Seat/Saddle 2,Saddles,Components,17.3782,NA
520,HL Road Seat/Saddle,HL Road Seat/Saddle 2,Saddles,Components,23.3722,NA
521,LL Touring Seat/Saddle,LL Touring Seat/Saddle,Saddles,Components,12.0413,NA
522,ML Touring Seat/Saddle,ML Touring Seat/Saddle,Saddles,Components,17.3782,NA
523,HL Touring Seat/Saddle,HL Touring Seat/Saddle,Saddles,Components,23.3722,NA
